Date,Open,High,Low,Close,Adj Close,Volume
2014-01-02,16572,16573,16416,16441,16441,80960000
2014-01-03,16457,16519,16439,16470,16470,72770000
2014-01-06,16474,16533,16406,16425,16425,89380000
2014-01-07,16429,16562,16429,16531,16531,81270000
2014-01-08,16528,16529,16417,16463,16463,103260000
2014-01-09,16471,16525,16379,16445,16445,83990000
2014-01-10,16454,16488,16379,16437,16437,85190000
2014-01-13,16434,16453,16241,16258,16258,111680000
2014-01-14,16262,16374,16261,16374,16374,98610000
2014-01-15,16378,16505,16377,16482,16482,101130000
2014-01-16,16478,16478,16376,16417,16417,87370000
2014-01-17,16408,16495,16379,16459,16459,184970000
2014-01-21,16459,16521,16316,16414,16414,111570000
2014-01-22,16420,16453,16333,16373,16373,87470000
2014-01-23,16372,16373,16141,16197,16197,100540000
2014-01-24,16203,16203,15879,15879,15879,141450000
2014-01-27,15879,15943,15784,15838,15838,127540000
2014-01-28,15841,15946,15841,15929,15929,89110000
2014-01-29,15927,15927,15709,15739,15739,109590000
2014-01-30,15743,15908,15733,15849,15849,92100000
2014-01-31,15847,15847,15618,15699,15699,137090000
2014-02-03,15698,15709,15356,15373,15373,151050000
2014-02-04,15373,15482,15357,15445,15445,124110000
2014-02-05,15443,15478,15341,15440,15440,105130000
2014-02-06,15444,15632,15443,15629,15629,106980000
2014-02-07,15631,15799,15626,15794,15794,105780000
2014-02-10,15794,15802,15734,15802,15802,84110000
2014-02-11,15804,16027,15803,15995,15995,95930000
2014-02-12,15993,16037,15929,15964,15964,77310000
2014-02-13,15947,16039,15863,16028,16028,99470000
2014-02-14,16018,16176,15985,16154,16154,84060000
2014-02-18,16154,16167,16107,16130,16130,91250000
2014-02-19,16126,16226,16032,16041,16041,80560000
2014-02-20,16044,16162,16007,16133,16133,77720000
2014-02-21,16136,16192,16094,16103,16103,126580000
2014-02-24,16102,16300,16102,16207,16207,244580000
2014-02-25,16207,16254,16147,16180,16180,99470000
2014-02-26,16180,16252,16156,16198,16198,93980000
2014-02-27,16198,16276,16160,16273,16273,97640000
2014-02-28,16273,16399,16226,16322,16322,122110000
2014-03-03,16322,16322,16071,16168,16168,92760000
2014-03-04,16169,16419,16169,16396,16396,96120000
2014-03-05,16396,16407,16344,16360,16360,73980000
2014-03-06,16361,16450,16361,16422,16422,75900000
2014-03-07,16425,16506,16399,16453,16453,80690000
2014-03-10,16453,16453,16334,16419,16419,68210000
2014-03-11,16419,16460,16325,16351,16351,78150000
2014-03-12,16351,16365,16260,16340,16340,77900000
2014-03-13,16342,16405,16084,16109,16109,86160000
2014-03-14,16106,16165,16047,16066,16066,85660000
2014-03-17,16066,16270,16066,16247,16247,88930000
2014-03-18,16246,16370,16246,16336,16336,79140000
2014-03-19,16336,16363,16126,16222,16222,90110000
2014-03-20,16222,16354,16160,16331,16331,91530000
2014-03-21,16333,16456,16291,16303,16303,353670000
2014-03-24,16303,16381,16216,16277,16277,110620000
2014-03-25,16279,16407,16279,16368,16368,89110000
2014-03-26,16371,16466,16269,16269,16269,92770000
2014-03-27,16269,16301,16192,16264,16264,93650000
2014-03-28,16268,16415,16268,16323,16323,86370000
2014-03-31,16324,16481,16324,16458,16458,104510000
2014-04-01,16458,16566,16458,16533,16533,88010000
2014-04-02,16533,16588,16507,16573,16573,78120000
2014-04-03,16572,16604,16528,16573,16573,77220000
2014-04-04,16576,16632,16393,16413,16413,104350000
2014-04-07,16414,16421,16244,16246,16246,116540000
2014-04-08,16245,16297,16180,16256,16256,98510000
2014-04-09,16256,16439,16256,16437,16437,91550000
2014-04-10,16437,16456,16153,16170,16170,112550000
2014-04-11,16169,16169,16015,16027,16027,119550000
2014-04-14,16028,16185,16028,16173,16173,90020000
2014-04-15,16173,16273,16063,16263,16263,97850000
2014-04-16,16266,16425,16266,16425,16425,94650000
2014-04-17,16424,16460,16368,16409,16409,136190000
2014-04-21,16409,16460,16402,16449,16449,79500000
2014-04-22,16449,16566,16449,16514,16514,84830000
2014-04-23,16514,16526,16477,16502,16502,76830000
2014-04-24,16503,16541,16452,16502,16502,80340000
2014-04-25,16503,16503,16334,16361,16361,90630000
2014-04-28,16363,16500,16313,16449,16449,105510000
2014-04-29,16451,16559,16451,16535,16535,71240000
2014-04-30,16535,16592,16511,16581,16581,92970000
2014-05-01,16580,16605,16525,16559,16559,75630000
2014-05-02,16562,16620,16488,16513,16513,78910000
2014-05-05,16510,16548,16377,16531,16531,70320000
2014-05-06,16530,16530,16400,16401,16401,74340000
2014-05-07,16402,16523,16357,16519,16519,93870000
2014-05-08,16518,16623,16502,16551,16551,75620000
2014-05-09,16551,16589,16499,16583,16583,74980000
2014-05-12,16585,16705,16585,16695,16695,71550000
2014-05-13,16696,16736,16696,16715,16715,71340000
2014-05-14,16716,16718,16595,16614,16614,71970000
2014-05-15,16614,16623,16397,16447,16447,106610000
2014-05-16,16447,16499,16414,16491,16491,119330000
2014-05-19,16490,16526,16442,16512,16512,82180000
2014-05-20,16511,16511,16341,16374,16374,75150000
2014-05-21,16376,16545,16376,16533,16533,76730000
2014-05-22,16533,16565,16490,16543,16543,59250000
2014-05-23,16544,16613,16544,16606,16606,61340000
2014-05-27,16607,16689,16607,16676,16676,80870000
2014-05-28,16675,16675,16620,16633,16633,62480000
2014-05-29,16638,16699,16620,16699,16699,55500000
2014-05-30,16697,16721,16649,16717,16717,105190000
2014-06-02,16717,16757,16682,16744,16744,57560000
2014-06-03,16737,16737,16690,16722,16722,67830000
2014-06-04,16720,16743,16674,16738,16738,65570000
2014-06-05,16739,16846,16710,16836,16836,70460000
2014-06-06,16840,16924,16840,16924,16924,80530000
2014-06-09,16926,16970,16913,16943,16943,67130000
2014-06-10,16940,16946,16897,16946,16946,64560000
2014-06-11,16943,16943,16822,16844,16844,61860000
2014-06-12,16840,16842,16704,16734,16734,72560000
2014-06-13,16735,16788,16719,16776,16776,95220000
2014-06-16,16766,16802,16723,16781,16781,77900000
2014-06-17,16779,16824,16733,16808,16808,63530000
2014-06-18,16806,16911,16755,16907,16907,73720000
2014-06-19,16910,16923,16859,16921,16921,80220000
2014-06-20,16921,16978,16921,16947,16947,247350000
2014-06-23,16947,16954,16896,16937,16937,63640000
2014-06-24,16935,16970,16805,16818,16818,80220000
2014-06-25,16818,16884,16799,16868,16868,73920000
2014-06-26,16867,16873,16746,16846,16846,63650000
2014-06-27,16847,16863,16774,16852,16852,137690000
2014-06-30,16852,16871,16802,16827,16827,90360000
2014-07-01,16829,16999,16829,16956,16956,74050000
2014-07-02,16950,16987,16950,16976,16976,57840000
2014-07-03,16979,17075,16979,17068,17068,66800000
2014-07-07,17064,17064,16992,17024,17024,61480000
2014-07-08,17022,17022,16875,16907,16907,75250000
2014-07-09,16917,16999,16914,16986,16986,67120000
2014-07-10,16980,16980,16805,16915,16915,67510000
2014-07-11,16918,16949,16860,16944,16944,61000000
2014-07-14,16951,17088,16951,17055,17055,60570000
2014-07-15,17055,17120,17006,17061,17061,101730000
2014-07-16,17062,17139,17062,17138,17138,111500000
2014-07-17,17133,17152,16966,16977,16977,99240000
2014-07-18,16978,17114,16978,17100,17100,112530000
2014-07-21,17095,17095,16974,17052,17052,67590000
2014-07-22,17055,17133,17040,17114,17114,77960000
2014-07-23,17117,17121,17058,17087,17087,73440000
2014-07-24,17092,17120,17061,17084,17084,66390000
2014-07-25,17080,17082,16916,16961,16961,67290000
2014-07-28,16957,17001,16878,16983,16983,66190000
2014-07-29,16984,17056,16912,16912,16912,75980000
2014-07-30,16920,16984,16817,16880,16880,77750000
2014-07-31,16870,16870,16563,16563,16563,101670000
2014-08-01,16562,16585,16437,16493,16493,84860000
2014-08-04,16494,16596,16447,16569,16569,76260000
2014-08-05,16560,16560,16370,16429,16429,76630000
2014-08-06,16425,16491,16372,16443,16443,78600000
2014-08-07,16448,16504,16334,16368,16368,80430000
2014-08-08,16370,16557,16364,16554,16554,82420000
2014-08-11,16557,16628,16557,16570,16570,65560000
2014-08-12,16566,16589,16518,16561,16561,62770000
2014-08-13,16568,16670,16568,16652,16652,66020000
2014-08-14,16657,16714,16652,16714,16714,62370000
2014-08-15,16717,16775,16575,16663,16663,109180000
2014-08-18,16664,16840,16664,16839,16839,75670000
2014-08-19,16839,16929,16839,16920,16920,67220000
2014-08-20,16910,16995,16897,16979,16979,61960000
2014-08-21,16984,17075,16984,17039,17039,65160000
2014-08-22,17038,17064,16985,17001,17001,64330000
2014-08-25,17012,17125,17012,17077,17077,57400000
2014-08-26,17080,17154,17080,17107,17107,50710000
2014-08-27,17111,17135,17091,17122,17122,61690000
2014-08-28,17119,17119,17018,17080,17080,51860000
2014-08-29,17083,17110,17035,17098,17098,81500000
2014-09-02,17097,17114,17009,17068,17068,64820000
2014-09-03,17067,17152,17060,17078,17078,62770000
2014-09-04,17084,17162,17030,17070,17070,68120000
2014-09-05,17066,17137,17010,17137,17137,76630000
2014-09-08,17132,17138,17079,17111,17111,65640000
2014-09-09,17110,17112,16993,17014,17014,69030000
2014-09-10,17016,17080,16975,17069,17069,76780000
2014-09-11,17057,17057,16984,17049,17049,63650000
2014-09-12,17044,17044,16938,16988,16988,82820000
2014-09-15,16989,17052,16951,17031,17031,71740000
2014-09-16,17027,17167,16986,17132,17132,73200000
2014-09-17,17131,17221,17089,17157,17157,87810000
2014-09-18,17164,17275,17164,17266,17266,85300000
2014-09-19,17267,17351,17257,17280,17280,349620000
2014-09-22,17272,17278,17159,17173,17173,74300000
2014-09-23,17166,17172,17056,17056,17056,77090000
2014-09-24,17057,17227,17034,17210,17210,80530000
2014-09-25,17205,17205,16946,16946,16946,93520000
2014-09-26,16949,17148,16948,17113,17113,74670000
2014-09-29,17108,17108,16934,17071,17071,70220000
2014-09-30,17070,17145,17017,17043,17043,102290000
2014-10-01,17040,17041,16776,16805,16805,104240000
2014-10-02,16808,16857,16674,16801,16801,75490000
2014-10-03,16802,17028,16802,17010,17010,87940000
2014-10-06,17010,17099,16930,16992,16992,655450000
2014-10-07,16988,16988,16716,16719,16719,79420000
2014-10-08,16719,17007,16663,16994,16994,106930000
2014-10-09,16989,16989,16649,16659,16659,93210000
2014-10-10,16655,16758,16544,16544,16544,136370000
2014-10-13,16535,16602,16310,16321,16321,107830000
2014-10-14,16322,16464,16274,16315,16315,110410000
2014-10-15,16313,16313,15855,16142,16142,160380000
2014-10-16,16137,16211,15935,16117,16117,131670000
2014-10-17,16118,16427,16118,16380,16380,137910000
2014-10-20,16373,16402,16261,16400,16400,94320000
2014-10-21,16406,16621,16406,16615,16615,105110000
2014-10-22,16615,16654,16460,16461,16461,92050000
2014-10-23,16468,16768,16468,16678,16678,99420000
2014-10-24,16677,16812,16650,16805,16805,90400000
2014-10-27,16796,16837,16730,16818,16818,72580000
2014-10-28,16825,17006,16825,17006,17006,83870000
2014-10-29,17005,17066,16895,16974,16974,76450000
2014-10-30,16968,17224,16921,17195,17195,80180000
2014-10-31,17209,17396,17209,17391,17391,121610000
2014-11-03,17391,17411,17340,17366,17366,80030000
2014-11-04,17369,17397,17278,17384,17384,81390000
2014-11-05,17386,17487,17386,17485,17485,76030000
2014-11-06,17492,17560,17440,17554,17554,70670000
2014-11-07,17559,17575,17493,17574,17574,82860000
2014-11-10,17569,17622,17548,17614,17614,71430000
2014-11-11,17616,17638,17585,17615,17615,52880000
2014-11-12,17605,17627,17536,17612,17612,75980000
2014-11-13,17619,17705,17584,17653,17653,80540000
2014-11-14,17653,17664,17613,17635,17635,72850000
2014-11-17,17632,17675,17607,17648,17648,70330000
2014-11-18,17643,17736,17642,17688,17688,87420000
2014-11-19,17686,17712,17625,17686,17686,73780000
2014-11-20,17677,17720,17604,17719,17719,77740000
2014-11-21,17721,17895,17721,17810,17810,140940000
2014-11-24,17813,17855,17793,17818,17818,85510000
2014-11-25,17819,17855,17791,17815,17815,88190000
2014-11-26,17812,17834,17791,17828,17828,67450000
2014-11-28,17831,17893,17808,17828,17828,80470000
2014-12-01,17827,17827,17727,17777,17777,86390000
2014-12-02,17779,17897,17779,17880,17880,81970000
2014-12-03,17881,17924,17856,17913,17913,99400000
2014-12-04,17910,17938,17815,17900,17900,76270000
2014-12-05,17903,17991,17903,17959,17959,79110000
2014-12-08,17955,17961,17804,17852,17852,88680000
2014-12-09,17847,17847,17630,17801,17801,100400000
2014-12-10,17798,17798,17508,17533,17533,115100000
2014-12-11,17534,17759,17534,17596,17596,90100000
2014-12-12,17590,17590,17281,17281,17281,121950000
2014-12-15,17286,17404,17115,17181,17181,114050000
2014-12-16,17173,17427,17068,17069,17069,116640000
2014-12-17,17069,17389,17069,17357,17357,118220000
2014-12-18,17368,17778,17368,17778,17778,123940000
2014-12-19,17778,17874,17747,17805,17805,343690000
2014-12-22,17812,17963,17812,17959,17959,98460000
2014-12-23,17972,18069,17970,18024,18024,82890000
2014-12-24,18036,18086,18028,18030,18030,42870000
2014-12-26,18038,18103,18038,18054,18054,52570000
2014-12-29,18047,18073,18022,18038,18038,53870000
2014-12-30,18035,18035,17960,17983,17983,47490000
2014-12-31,17988,18043,17821,17823,17823,82840000
2015-01-02,17823,17952,17731,17833,17833,76270000
2015-01-05,17821,17821,17476,17502,17502,116160000
2015-01-06,17504,17581,17262,17372,17372,101870000
2015-01-07,17375,17597,17375,17585,17585,91030000
2015-01-08,17592,17916,17592,17908,17908,114890000
2015-01-09,17911,17915,17686,17737,17737,93390000
2015-01-12,17742,17794,17572,17641,17641,92500000
2015-01-13,17645,17923,17498,17614,17614,99360000
2015-01-14,17609,17609,17265,17427,17427,109180000
2015-01-15,17436,17517,17298,17321,17321,94520000
2015-01-16,17320,17528,17244,17512,17512,140480000
2015-01-20,17517,17589,17347,17515,17515,119600000
2015-01-21,17510,17600,17396,17554,17554,95530000
2015-01-22,17557,17841,17483,17814,17814,111980000
2015-01-23,17813,17813,17668,17673,17673,97110000
2015-01-26,17668,17696,17568,17679,17679,87220000
2015-01-27,17639,17639,17288,17387,17387,135940000
2015-01-28,17403,17484,17189,17191,17191,115980000
2015-01-29,17195,17433,17136,17417,17417,111690000
2015-01-30,17417,17420,17157,17165,17165,168560000
2015-02-02,17170,17368,17038,17361,17361,108090000
2015-02-03,17370,17671,17370,17666,17666,112860000
2015-02-04,17665,17782,17603,17673,17673,102560000
2015-02-05,17677,17890,17677,17885,17885,79890000
2015-02-06,17882,17951,17764,17824,17824,93610000
2015-02-09,17821,17821,17685,17729,17729,81590000
2015-02-10,17736,17890,17729,17869,17869,89930000
2015-02-11,17868,17897,17760,17862,17862,89890000
2015-02-12,17862,17976,17862,17972,17972,117160000
2015-02-13,17969,18037,17962,18019,18019,85230000
2015-02-17,18020,18052,17951,18048,18048,98760000
2015-02-18,18046,18049,17982,18030,18030,75090000
2015-02-19,18029,18029,17925,17986,17986,79130000
2015-02-20,17986,18144,17878,18140,18140,111390000
2015-02-23,18141,18141,18055,18117,18117,83670000
2015-02-24,18113,18231,18099,18209,18209,79310000
2015-02-25,18209,18244,18183,18225,18225,80480000
2015-02-26,18224,18239,18157,18214,18214,81500000
2015-02-27,18213,18213,18132,18133,18133,101110000
2015-03-02,18134,18289,18123,18289,18289,89790000
2015-03-03,18282,18282,18137,18203,18203,83830000
2015-03-04,18203,18203,18030,18097,18097,80900000
2015-03-05,18097,18160,18088,18136,18136,75840000
2015-03-06,18136,18136,17825,17857,17857,113350000
2015-03-09,17857,18031,17857,17996,17996,85820000
2015-03-10,17990,17990,17663,17663,17663,120450000
2015-03-11,17663,17732,17627,17635,17635,102120000
2015-03-12,17627,17900,17620,17895,17895,111550000
2015-03-13,17889,17889,17630,17749,17749,113620000
2015-03-16,17751,17989,17751,17977,17977,101760000
2015-03-17,17972,17972,17786,17849,17849,82560000
2015-03-18,17847,18097,17698,18076,18076,130950000
2015-03-19,18073,18073,17934,17959,17959,107820000
2015-03-20,17961,18197,17961,18128,18128,333870000
2015-03-23,18137,18206,18116,18116,18116,98030000
2015-03-24,18111,18149,18010,18011,18011,87190000
2015-03-25,18013,18042,17719,17719,17719,106560000
2015-03-26,17716,17760,17579,17678,17678,117740000
2015-03-27,17674,17729,17630,17713,17713,103220000
2015-03-30,17727,18009,17727,17976,17976,104040000
2015-03-31,17965,17965,17773,17776,17776,119470000
2015-04-01,17779,17779,17585,17698,17698,103360000
2015-04-02,17700,17815,17673,17763,17763,87370000
2015-04-06,17756,17942,17647,17881,17881,100850000
2015-04-07,17884,17983,17871,17875,17875,72150000
2015-04-08,17878,17976,17822,17903,17903,76820000
2015-04-09,17903,17984,17823,17959,17959,86740000
2015-04-10,17957,18067,17946,18058,18058,116410000
2015-04-13,18052,18108,17975,17977,17977,120090000
2015-04-14,17979,18076,17905,18037,18037,82830000
2015-04-15,18046,18161,18046,18113,18113,113610000
2015-04-16,18106,18169,18064,18106,18106,89520000
2015-04-17,18103,18103,17749,17826,17826,138860000
2015-04-20,17841,18092,17841,18035,18035,103160000
2015-04-21,18034,18110,17930,17950,17950,95180000
2015-04-22,17951,18056,17888,18038,18038,91260000
2015-04-23,18032,18133,17967,18059,18059,100240000
2015-04-24,18056,18109,18009,18080,18080,119130000
2015-04-27,18098,18176,18025,18038,18038,121110000
2015-04-28,18036,18120,17917,18110,18110,124930000
2015-04-29,18094,18096,17954,18036,18036,102080000
2015-04-30,18033,18033,17775,17841,17841,129180000
2015-05-01,17859,18029,17859,18024,18024,91700000
2015-05-04,18026,18134,18026,18070,18070,86010000
2015-05-05,18063,18086,17906,17928,17928,95340000
2015-05-06,17935,18020,17733,17842,17842,100430000
2015-05-07,17840,17973,17797,17924,17924,80920000
2015-05-08,17934,18205,17934,18191,18191,94960000
2015-05-11,18188,18200,18089,18105,18105,86050000
2015-05-12,18096,18119,17925,18068,18068,89270000
2015-05-13,18070,18133,18039,18060,18060,85180000
2015-05-14,18062,18255,18062,18252,18252,91580000
2015-05-15,18252,18273,18215,18273,18273,108220000
2015-05-18,18267,18326,18244,18299,18299,79080000
2015-05-19,18300,18351,18261,18312,18312,87200000
2015-05-20,18315,18350,18273,18285,18285,80190000
2015-05-21,18286,18315,18250,18286,18286,84270000
2015-05-22,18287,18287,18217,18232,18232,78890000
2015-05-26,18230,18230,17990,18042,18042,109440000
2015-05-27,18045,18190,18045,18163,18163,96400000
2015-05-28,18154,18154,18066,18126,18126,67510000
2015-05-29,18128,18128,17968,18011,18011,139810000
2015-06-01,18018,18106,17982,18040,18040,85640000
2015-06-02,18033,18092,17925,18012,18012,77550000
2015-06-03,18018,18168,18010,18076,18076,73120000
2015-06-04,18072,18087,17877,17906,17906,93470000
2015-06-05,17905,17941,17823,17849,17849,89140000
2015-06-08,17849,17852,17761,17767,17767,86300000
2015-06-09,17767,17818,17715,17764,17764,90550000
2015-06-10,17765,18045,17765,18000,18000,96980000
2015-06-11,18001,18110,18001,18039,18039,89490000
2015-06-12,18036,18036,17857,17899,17899,83760000
2015-06-15,17891,17891,17698,17791,17791,91920000
2015-06-16,17787,17920,17774,17904,17904,77510000
2015-06-17,17910,17998,17840,17936,17936,92410000
2015-06-18,17945,18175,17945,18116,18116,94460000
2015-06-19,18116,18118,18011,18016,18016,258300000
2015-06-22,18028,18182,18028,18120,18120,77780000
2015-06-23,18122,18189,18108,18144,18144,75970000
2015-06-24,18139,18139,17966,17966,17966,104980000
2015-06-25,17977,18036,17890,17890,17890,78990000
2015-06-26,17892,18013,17892,17947,17947,158120000
2015-06-29,17937,17937,17591,17596,17596,116340000
2015-06-30,17600,17715,17577,17620,17620,126460000
2015-07-01,17638,17802,17638,17758,17758,87010000
2015-07-02,17763,17825,17688,17730,17730,83080000
2015-07-06,17728,17734,17564,17684,17684,90130000
2015-07-07,17685,17793,17466,17777,17777,105840000
2015-07-08,17759,17759,17496,17515,17515,69830000
2015-07-09,17530,17765,17530,17549,17549,100520000
2015-07-10,17561,17797,17561,17760,17760,85800000
2015-07-13,17787,17988,17787,17978,17978,86380000
2015-07-14,17975,18073,17956,18054,18054,76740000
2015-07-15,18053,18090,18010,18050,18050,80460000
2015-07-16,18078,18132,18065,18120,18120,85030000
2015-07-17,18118,18121,18032,18086,18086,106510000
2015-07-20,18086,18137,18065,18100,18100,75060000
2015-07-21,18097,18097,17868,17919,17919,100170000
2015-07-22,17918,17919,17807,17851,17851,112370000
2015-07-23,17854,17861,17705,17732,17732,88600000
2015-07-24,17731,17757,17554,17569,17569,103470000
2015-07-27,17562,17562,17399,17441,17441,117860000
2015-07-28,17450,17650,17450,17630,17630,103450000
2015-07-29,17631,17777,17629,17751,17751,93140000
2015-07-30,17743,17761,17641,17746,17746,76650000
2015-07-31,17756,17784,17672,17690,17690,106120000
2015-08-03,17697,17705,17497,17598,17598,87880000
2015-08-04,17597,17636,17506,17551,17551,99060000
2015-08-05,17555,17661,17493,17540,17540,102450000
2015-08-06,17543,17572,17363,17420,17420,96170000
2015-08-07,17415,17415,17279,17373,17373,81800000
2015-08-10,17375,17629,17375,17615,17615,92430000
2015-08-11,17594,17594,17353,17403,17403,103010000
2015-08-12,17383,17424,17126,17403,17403,120400000
2015-08-13,17402,17482,17341,17408,17408,88550000
2015-08-14,17410,17493,17394,17477,17477,82120000
2015-08-17,17473,17551,17342,17545,17545,73380000
2015-08-18,17537,17568,17486,17511,17511,79900000
2015-08-19,17509,17517,17282,17349,17349,104720000
2015-08-20,17345,17345,16991,16991,16991,128530000
2015-08-21,16991,16991,16460,16460,16460,225170000
2015-08-24,16460,16460,15370,15871,15871,293920000
2015-08-25,15882,16313,15651,15666,15666,213220000
2015-08-26,15676,16304,15676,16286,16286,208420000
2015-08-27,16286,16667,16286,16655,16655,171980000
2015-08-28,16649,16670,16535,16643,16643,131790000
2015-08-31,16632,16632,16444,16528,16528,141440000
2015-09-01,16528,16528,15980,16058,16058,171390000
2015-09-02,16058,16353,16058,16351,16351,133480000
2015-09-03,16364,16550,16317,16375,16375,109730000
2015-09-04,16372,16372,16027,16102,16102,127270000
2015-09-08,16110,16503,16110,16493,16493,123870000
2015-09-09,16505,16665,16220,16254,16254,118790000
2015-09-10,16253,16442,16212,16330,16330,122690000
2015-09-11,16330,16435,16245,16433,16433,104630000
2015-09-14,16451,16451,16331,16371,16371,92660000
2015-09-15,16383,16644,16383,16600,16600,93050000
2015-09-16,16600,16756,16594,16740,16740,99620000
2015-09-17,16738,16933,16640,16675,16675,129600000
2015-09-18,16675,16675,16344,16385,16385,341690000
2015-09-21,16406,16579,16392,16510,16510,90730000
2015-09-22,16477,16477,16222,16330,16330,119010000
2015-09-23,16333,16355,16212,16280,16280,86030000
2015-09-24,16257,16257,16016,16201,16201,122220000
2015-09-25,16205,16465,16205,16315,16315,130790000
2015-09-28,16313,16313,15982,16002,16002,139930000
2015-09-29,16002,16119,15942,16049,16049,121160000
2015-09-30,16057,16298,16057,16285,16285,145740000
2015-10-01,16279,16349,16074,16272,16272,111420000
2015-10-02,16258,16473,16014,16472,16472,136870000
2015-10-05,16502,16798,16502,16776,16776,127660000
2015-10-06,16774,16865,16746,16790,16790,120010000
2015-10-07,16805,16963,16765,16912,16912,115690000
2015-10-08,16904,17081,16859,17051,17051,100730000
2015-10-09,17055,17111,17027,17084,17084,103730000
2015-10-12,17082,17139,17065,17132,17132,72500000
2015-10-13,17114,17173,17034,17082,17082,99400000
2015-10-14,17079,17111,16888,16925,16925,120110000
2015-10-15,16945,17144,16934,17142,17142,122960000
2015-10-16,17142,17220,17107,17216,17216,145880000
2015-10-19,17209,17236,17129,17231,17231,118430000
2015-10-20,17228,17265,17148,17217,17217,106670000
2015-10-21,17226,17315,17153,17169,17169,107100000
2015-10-22,17181,17505,17181,17489,17489,152420000
2015-10-23,17525,17679,17525,17647,17647,158090000
2015-10-26,17650,17661,17603,17623,17623,116660000
2015-10-27,17609,17635,17541,17581,17581,113960000
2015-10-28,17587,17780,17557,17780,17780,115630000
2015-10-29,17772,17786,17685,17756,17756,90300000
2015-10-30,17757,17800,17663,17664,17664,149250000
2015-11-02,17673,17846,17655,17829,17829,100840000
2015-11-03,17820,17978,17796,17918,17918,92290000
2015-11-04,17930,17964,17829,17868,17868,99890000
2015-11-05,17871,17930,17779,17863,17863,98910000
2015-11-06,17855,17912,17769,17910,17910,107450000
2015-11-09,17901,17901,17668,17730,17730,121210000
2015-11-10,17724,17769,17658,17758,17758,108640000
2015-11-11,17770,17807,17697,17702,17702,95230000
2015-11-12,17692,17692,17444,17448,17448,113660000
2015-11-13,17439,17439,17239,17245,17245,134640000
2015-11-16,17230,17483,17210,17483,17483,137590000
2015-11-17,17487,17599,17451,17490,17490,167190000
2015-11-18,17485,17752,17485,17737,17737,106810000
2015-11-19,17740,17773,17682,17733,17733,114630000
2015-11-20,17733,17914,17733,17824,17824,153140000
2015-11-23,17824,17868,17752,17793,17793,134680000
2015-11-24,17771,17863,17684,17812,17812,127170000
2015-11-25,17821,17855,17802,17813,17813,82540000
2015-11-27,17806,17830,17749,17813,17813,82540000
2015-11-30,17803,17837,17720,17720,17720,155560000
2015-12-01,17720,17896,17720,17888,17888,103880000
2015-12-02,17883,17902,17708,17730,17730,102860000
2015-12-03,17742,17781,17426,17478,17478,126990000
2015-12-04,17483,17866,17483,17848,17848,137650000
2015-12-07,17845,17845,17639,17731,17731,99670000
2015-12-08,17704,17704,17485,17568,17568,113720000
2015-12-09,17558,17768,17404,17492,17492,122020000
2015-12-10,17493,17698,17475,17575,17575,107310000
2015-12-11,17575,17575,17231,17265,17265,134510000
2015-12-14,17277,17378,17138,17369,17369,142540000
2015-12-15,17375,17628,17341,17525,17525,123430000
2015-12-16,17531,17784,17484,17749,17749,123790000
2015-12-17,17757,17797,17494,17496,17496,115780000
2015-12-18,17495,17497,17124,17129,17129,344560000
2015-12-21,17155,17272,17117,17252,17252,114910000
2015-12-22,17254,17451,17243,17417,17417,91570000
2015-12-23,17428,17608,17428,17603,17603,92820000
2015-12-24,17593,17606,17544,17552,17552,40350000
2015-12-28,17536,17537,17437,17528,17528,59770000
2015-12-29,17547,17750,17547,17721,17721,69860000
2015-12-30,17712,17714,17589,17604,17604,59760000
2015-12-31,17591,17591,17421,17425,17425,93690000
2016-01-04,17405,17405,16958,17149,17149,148060000
